x1,x2,x3,x4,x5,x6,x7,x8,x9,y
55,1,28.0,0,1-2 Year,Yes,52367.0,26.0,197,0
45,1,5.0,0,1-2 Year,Yes,2630.0,13.0,35,0
28,1,41.0,1,< 1 Year,No,28639.0,26.0,241,0
57,1,28.0,0,1-2 Year,Yes,51106.0,26.0,286,1
27,1,8.0,1,< 1 Year,No,2630.0,152.0,18,0
32,1,28.0,1,1-2 Year,No,44520.0,124.0,44,0
26,1,14.0,1,< 1 Year,No,23637.0,152.0,208,0
46,1,17.0,0,1-2 Year,Yes,54821.0,26.0,108,1
42,1,46.0,0,1-2 Year,Yes,2630.0,156.0,284,0
49,1,28.0,0,1-2 Year,Yes,35162.0,124.0,294,0
44,1,45.0,0,1-2 Year,Yes,28272.0,124.0,296,0
46,1,33.0,0,1-2 Year,No,34845.0,26.0,220,1
52,1,28.0,1,1-2 Year,No,32646.0,29.0,17,0
28,1,36.0,0,< 1 Year,Yes,31195.0,152.0,74,0
76,1,28.0,0,1-2 Year,Yes,26957.0,23.0,223,0
57,1,28.0,0,1-2 Year,Yes,2630.0,26.0,277,0
44,1,28.0,0,1-2 Year,Yes,27587.0,156.0,83,0
21,1,46.0,1,< 1 Year,No,43293.0,152.0,37,0
22,1,21.0,1,< 1 Year,No,28683.0,152.0,244,0
46,1,35.0,0,1-2 Year,Yes,27089.0,156.0,75,0
24,1,8.0,1,< 1 Year,No,44419.0,152.0,250,0
30,1,31.0,0,1-2 Year,No,2630.0,26.0,286,0
42,1,37.0,0,1-2 Year,Yes,28072.0,154.0,86,0
49,1,43.0,0,1-2 Year,Yes,28124.0,157.0,95,0
51,1,38.0,0,1-2 Year,Yes,2630.0,157.0,222,1
31,1,12.0,0,1-2 Year,Yes,34357.0,124.0,222,1
69,1,50.0,1,1-2 Year,No,35735.0,124.0,195,0
25,1,40.0,0,< 1 Year,Yes,29897.0,152.0,152,0
37,1,3.0,0,1-2 Year,Yes,34532.0,154.0,174,1
49,1,12.0,1,1-2 Year,No,2630.0,26.0,279,0
51,1,28.0,1,1-2 Year,No,2630.0,61.0,275,0
27,1,42.0,1,< 1 Year,No,39692.0,152.0,109,0
35,1,3.0,0,1-2 Year,Yes,2630.0,156.0,38,1
44,1,28.0,1,1-2 Year,No,49651.0,124.0,234,0
52,1,28.0,0,> 2 Years,Yes,2630.0,13.0,11,0
29,1,8.0,1,< 1 Year,No,33541.0,152.0,179,0
23,1,15.0,1,< 1 Year,No,2630.0,152.0,278,0
23,1,12.0,1,< 1 Year,No,23061.0,152.0,71,0
31,1,7.0,1,1-2 Year,Yes,30333.0,124.0,117,0
40,1,49.0,0,1-2 Year,Yes,27669.0,124.0,91,0
46,1,30.0,0,1-2 Year,Yes,26040.0,26.0,177,0
62,1,39.0,1,1-2 Year,No,70362.0,26.0,119,0
38,1,21.0,0,1-2 Year,Yes,26968.0,157.0,23,1
44,1,33.0,0,> 2 Years,Yes,33470.0,124.0,75,0
51,1,11.0,1,1-2 Year,No,2630.0,26.0,124,0
46,1,8.0,0,> 2 Years,Yes,54144.0,124.0,135,0
30,1,8.0,0,< 1 Year,Yes,38658.0,152.0,85,0
41,1,28.0,0,1-2 Year,Yes,30707.0,26.0,217,0
22,1,36.0,1,< 1 Year,No,32430.0,152.0,16,0
21,1,17.0,1,< 1 Year,No,59425.0,160.0,147,0
53,1,30.0,1,1-2 Year,No,2630.0,152.0,30,0
39,1,35.0,0,1-2 Year,Yes,21105.0,124.0,73,0
39,1,2.0,0,> 2 Years,Yes,35699.0,157.0,284,0
28,1,16.0,0,< 1 Year,Yes,26264.0,152.0,61,0
57,1,28.0,0,> 2 Years,Yes,2630.0,156.0,126,0
22,1,10.0,1,< 1 Year,No,27573.0,152.0,203,0
39,1,28.0,0,1-2 Year,Yes,28080.0,152.0,124,1
64,1,30.0,1,1-2 Year,No,2630.0,124.0,298,0
30,1,28.0,1,< 1 Year,No,42055.0,152.0,282,0
71,1,29.0,1,1-2 Year,No,40246.0,26.0,25,0
41,1,18.0,0,1-2 Year,Yes,32567.0,154.0,54,1
32,1,28.0,0,1-2 Year,No,42578.0,26.0,216,0
36,1,45.0,1,1-2 Year,No,26480.0,152.0,173,0
23,1,36.0,1,< 1 Year,No,23807.0,152.0,185,0
66,1,28.0,1,1-2 Year,No,46061.0,44.0,73,0
47,1,45.0,0,1-2 Year,Yes,2630.0,156.0,80,1
74,1,8.0,0,1-2 Year,Yes,54857.0,26.0,275,0
22,1,39.0,1,< 1 Year,No,2630.0,160.0,142,0
28,1,15.0,0,< 1 Year,Yes,2630.0,152.0,274,0
73,1,28.0,1,1-2 Year,Yes,49278.0,26.0,181,0
41,1,0.0,0,1-2 Year,Yes,2630.0,60.0,88,0
23,1,10.0,0,< 1 Year,No,32323.0,124.0,221,0
21,1,44.0,1,< 1 Year,No,26409.0,152.0,197,0
64,1,30.0,0,1-2 Year,Yes,2630.0,156.0,89,0
34,1,3.0,0,1-2 Year,Yes,29650.0,124.0,285,1
24,1,27.0,1,< 1 Year,No,31307.0,152.0,276,0
27,1,28.0,0,1-2 Year,Yes,2630.0,156.0,269,0
22,1,30.0,1,< 1 Year,No,25974.0,152.0,181,0
25,1,43.0,1,< 1 Year,No,34447.0,152.0,194,0
51,1,15.0,0,1-2 Year,Yes,39223.0,152.0,157,0
24,1,18.0,1,< 1 Year,No,32194.0,152.0,241,0
46,1,48.0,1,1-2 Year,No,2630.0,26.0,262,0
48,1,46.0,0,1-2 Year,Yes,44348.0,26.0,67,0
25,1,28.0,0,< 1 Year,No,51460.0,152.0,178,0
32,1,29.0,0,1-2 Year,No,2630.0,156.0,216,0
50,1,28.0,0,1-2 Year,Yes,49236.0,26.0,27,1
26,1,10.0,1,< 1 Year,No,24358.0,152.0,44,0
23,1,39.0,1,< 1 Year,No,31815.0,152.0,224,0
22,1,16.0,1,< 1 Year,No,26318.0,152.0,36,0
56,1,28.0,0,1-2 Year,Yes,50640.0,4.0,60,0
24,1,46.0,0,< 1 Year,No,2630.0,160.0,195,0
24,1,28.0,1,< 1 Year,No,62503.0,152.0,33,0
44,1,8.0,0,1-2 Year,Yes,66478.0,25.0,80,0
27,1,28.0,0,< 1 Year,Yes,32798.0,152.0,75,0
41,1,3.0,0,1-2 Year,No,2630.0,157.0,85,0
27,1,8.0,1,< 1 Year,No,41307.0,152.0,169,0
24,1,41.0,1,< 1 Year,No,28823.0,152.0,95,0
23,1,28.0,0,< 1 Year,No,58104.0,153.0,27,0
49,1,28.0,0,> 2 Years,Yes,44328.0,26.0,46,0
39,1,6.0,0,1-2 Year,Yes,35234.0,152.0,132,0
41,1,47.0,1,1-2 Year,No,35995.0,152.0,55,0
26,1,28.0,0,< 1 Year,No,27510.0,152.0,117,0
28,1,35.0,1,< 1 Year,No,39585.0,152.0,226,0
70,1,24.0,0,1-2 Year,Yes,31093.0,26.0,232,0
20,1,13.0,0,< 1 Year,Yes,25582.0,160.0,172,0
52,1,36.0,0,1-2 Year,Yes,36004.0,26.0,129,0
61,1,18.0,0,1-2 Year,Yes,39713.0,131.0,285,0
21,1,25.0,0,< 1 Year,Yes,27466.0,160.0,200,0
45,1,15.0,0,1-2 Year,Yes,32529.0,26.0,37,0
20,1,8.0,1,< 1 Year,No,42607.0,160.0,23,0
73,1,14.0,0,> 2 Years,Yes,22758.0,124.0,275,0
69,1,8.0,1,1-2 Year,No,30869.0,124.0,105,0
43,1,28.0,0,1-2 Year,Yes,39502.0,124.0,265,1
33,1,50.0,1,1-2 Year,No,28313.0,18.0,48,0
51,1,37.0,0,> 2 Years,Yes,29821.0,124.0,195,0
22,1,21.0,0,< 1 Year,Yes,25893.0,152.0,39,0
68,1,38.0,1,1-2 Year,No,35261.0,124.0,166,0
22,1,50.0,0,< 1 Year,Yes,36122.0,152.0,189,0
51,1,8.0,1,1-2 Year,No,31930.0,26.0,11,0
21,1,46.0,0,1-2 Year,Yes,27186.0,124.0,231,0
73,1,28.0,0,1-2 Year,Yes,42970.0,124.0,43,0
38,1,28.0,0,1-2 Year,Yes,48495.0,26.0,59,1
55,1,3.0,1,1-2 Year,Yes,2630.0,30.0,268,0
80,1,28.0,0,1-2 Year,Yes,36039.0,124.0,106,0
70,1,47.0,1,1-2 Year,No,50753.0,16.0,53,0
25,1,11.0,1,< 1 Year,No,31918.0,152.0,122,0
20,1,16.0,0,< 1 Year,Yes,30608.0,160.0,221,0
37,1,45.0,0,1-2 Year,No,27865.0,122.0,197,0
79,1,48.0,0,1-2 Year,Yes,2630.0,15.0,41,0
24,1,10.0,0,< 1 Year,Yes,12604.0,152.0,35,0
51,1,28.0,1,1-2 Year,No,2630.0,26.0,74,0
23,1,35.0,1,< 1 Year,No,26252.0,26.0,21,0
40,1,41.0,1,1-2 Year,No,2630.0,157.0,130,0
49,1,46.0,0,1-2 Year,Yes,28039.0,94.0,284,0
30,1,15.0,0,< 1 Year,Yes,38925.0,26.0,20,0
30,1,28.0,1,< 1 Year,No,46486.0,152.0,292,0
26,1,12.0,1,< 1 Year,No,31588.0,152.0,119,0
47,1,35.0,0,1-2 Year,Yes,44066.0,10.0,93,0
26,1,33.0,1,< 1 Year,No,34385.0,152.0,277,0
57,1,8.0,0,1-2 Year,Yes,37195.0,124.0,298,0
63,1,28.0,0,1-2 Year,Yes,52036.0,122.0,67,0
27,1,28.0,0,1-2 Year,Yes,68241.0,122.0,117,0
27,1,28.0,1,< 1 Year,No,31887.0,152.0,286,0
28,1,28.0,0,1-2 Year,Yes,28904.0,124.0,230,0
51,1,3.0,0,1-2 Year,Yes,41285.0,124.0,18,0
23,1,8.0,1,< 1 Year,No,30737.0,152.0,61,0
72,1,3.0,1,1-2 Year,No,31822.0,124.0,179,0
24,1,47.0,0,< 1 Year,Yes,43216.0,152.0,51,0
38,1,28.0,0,> 2 Years,Yes,47667.0,124.0,143,0
22,1,6.0,1,< 1 Year,No,32272.0,152.0,83,0
80,1,47.0,0,> 2 Years,Yes,25850.0,157.0,183,0
27,1,28.0,0,< 1 Year,Yes,46150.0,158.0,154,0
40,1,28.0,1,1-2 Year,No,35181.0,124.0,10,0
48,1,38.0,0,> 2 Years,Yes,33728.0,155.0,279,0
21,1,36.0,1,< 1 Year,No,44074.0,152.0,151,0
31,1,8.0,0,< 1 Year,Yes,2630.0,1.0,104,0
47,1,35.0,0,1-2 Year,Yes,2630.0,156.0,227,0
30,1,11.0,1,< 1 Year,No,32378.0,152.0,262,0
58,1,46.0,0,1-2 Year,Yes,60462.0,11.0,110,0
57,1,48.0,1,1-2 Year,No,2630.0,26.0,61,0
57,1,2.0,1,1-2 Year,No,24766.0,152.0,157,0
25,1,46.0,1,< 1 Year,No,32399.0,152.0,116,0
21,1,8.0,0,< 1 Year,Yes,51025.0,152.0,124,0
34,1,36.0,0,1-2 Year,Yes,41305.0,124.0,58,0
24,1,3.0,0,< 1 Year,Yes,31698.0,152.0,214,1
45,1,28.0,0,1-2 Year,Yes,35083.0,26.0,217,1
56,1,40.0,0,1-2 Year,Yes,34989.0,26.0,224,0
24,1,35.0,0,< 1 Year,Yes,49446.0,152.0,207,1
25,1,15.0,1,< 1 Year,No,39443.0,152.0,213,0
40,1,28.0,0,> 2 Years,Yes,57672.0,26.0,157,1
20,1,29.0,1,< 1 Year,Yes,31992.0,160.0,289,0
23,1,41.0,1,< 1 Year,No,23709.0,152.0,274,0
49,1,29.0,0,1-2 Year,Yes,34861.0,26.0,223,1
24,1,15.0,1,< 1 Year,No,24988.0,152.0,136,0
44,1,8.0,0,1-2 Year,Yes,33308.0,124.0,170,0
25,1,14.0,1,< 1 Year,No,34476.0,152.0,277,0
35,1,15.0,1,1-2 Year,No,38143.0,26.0,122,0
45,1,46.0,0,1-2 Year,Yes,34015.0,26.0,89,1
25,1,28.0,0,< 1 Year,Yes,2630.0,152.0,48,0
21,1,30.0,0,< 1 Year,Yes,26874.0,160.0,88,0
44,1,11.0,1,1-2 Year,No,25930.0,13.0,85,0
47,1,28.0,0,1-2 Year,Yes,50590.0,124.0,51,0
21,1,45.0,1,< 1 Year,No,31209.0,160.0,65,0
23,1,28.0,1,< 1 Year,No,45836.0,152.0,283,0
56,1,7.0,0,1-2 Year,Yes,2630.0,26.0,266,0
46,1,29.0,0,1-2 Year,Yes,2630.0,157.0,251,1
32,1,29.0,1,< 1 Year,No,47996.0,152.0,47,0
21,1,26.0,0,< 1 Year,Yes,26279.0,152.0,84,0
25,1,11.0,1,< 1 Year,No,34168.0,152.0,240,0
40,1,28.0,0,1-2 Year,Yes,28120.0,122.0,66,0
30,1,8.0,1,< 1 Year,No,33796.0,152.0,91,0
45,1,28.0,0,1-2 Year,Yes,49309.0,26.0,208,0
23,1,9.0,0,< 1 Year,Yes,29124.0,152.0,186,0
31,1,47.0,0,< 1 Year,Yes,2630.0,152.0,76,0
21,1,36.0,0,< 1 Year,Yes,30838.0,152.0,279,0
61,1,39.0,1,1-2 Year,No,45993.0,127.0,179,0
22,1,28.0,1,< 1 Year,No,33654.0,152.0,14,0
44,1,29.0,1,1-2 Year,No,33851.0,124.0,69,0
22,1,30.0,1,< 1 Year,No,31037.0,152.0,70,0
21,1,36.0,1,< 1 Year,No,24953.0,152.0,23,0
37,1,28.0,0,1-2 Year,Yes,34533.0,124.0,299,0
56,1,28.0,0,1-2 Year,Yes,35916.0,25.0,55,0
29,1,32.0,0,1-2 Year,Yes,37526.0,157.0,167,1
25,1,33.0,1,< 1 Year,No,31465.0,152.0,143,0
55,1,28.0,1,1-2 Year,No,60937.0,26.0,123,0
23,1,46.0,1,< 1 Year,No,23532.0,152.0,88,0
25,1,18.0,1,< 1 Year,No,44567.0,152.0,184,0
46,1,28.0,0,> 2 Years,Yes,25218.0,26.0,280,1
71,1,28.0,0,1-2 Year,Yes,2630.0,26.0,183,0
27,1,8.0,1,< 1 Year,No,25227.0,152.0,31,0
34,1,9.0,0,1-2 Year,Yes,26710.0,152.0,109,0
62,1,28.0,0,1-2 Year,Yes,54231.0,26.0,142,0
22,1,28.0,1,< 1 Year,Yes,63327.0,152.0,39,0
51,1,7.0,0,1-2 Year,Yes,2630.0,26.0,221,1
33,1,8.0,1,< 1 Year,No,64630.0,152.0,285,0
42,1,28.0,1,1-2 Year,No,2630.0,26.0,239,0
41,1,33.0,0,1-2 Year,Yes,2630.0,124.0,116,0
62,1,28.0,0,1-2 Year,Yes,31371.0,122.0,33,0
32,1,28.0,1,1-2 Year,Yes,38230.0,124.0,113,0
43,1,28.0,0,1-2 Year,Yes,31178.0,20.0,297,1
44,1,48.0,0,1-2 Year,Yes,2630.0,157.0,238,1
24,1,16.0,0,< 1 Year,Yes,2630.0,160.0,141,0
27,1,2.0,1,< 1 Year,No,36742.0,152.0,28,0
22,1,43.0,0,< 1 Year,Yes,50314.0,152.0,76,0
50,1,28.0,0,1-2 Year,Yes,38406.0,26.0,242,0
61,1,46.0,1,1-2 Year,No,27921.0,26.0,11,0
42,1,39.0,0,1-2 Year,Yes,31930.0,124.0,266,1
29,1,29.0,0,< 1 Year,Yes,57261.0,152.0,105,1
21,1,50.0,1,< 1 Year,No,27264.0,152.0,290,0
36,1,28.0,1,1-2 Year,No,81546.0,124.0,45,0
45,1,38.0,0,1-2 Year,Yes,45284.0,26.0,274,1
60,1,46.0,0,> 2 Years,Yes,36191.0,26.0,43,0
46,1,28.0,1,1-2 Year,Yes,38153.0,26.0,48,0
20,1,37.0,0,< 1 Year,Yes,2630.0,160.0,40,0
40,1,30.0,0,1-2 Year,Yes,26089.0,152.0,153,0
20,1,11.0,0,< 1 Year,Yes,27649.0,160.0,289,0
25,1,36.0,0,< 1 Year,Yes,2630.0,152.0,96,0
54,1,28.0,0,> 2 Years,Yes,36573.0,15.0,241,0
33,1,29.0,0,1-2 Year,No,25404.0,154.0,43,1
58,1,41.0,0,1-2 Year,Yes,34226.0,154.0,216,0
41,1,3.0,1,1-2 Year,No,30156.0,26.0,174,0
53,1,28.0,1,1-2 Year,No,66919.0,124.0,196,0
70,1,8.0,1,1-2 Year,No,37951.0,26.0,140,0
42,1,28.0,1,1-2 Year,No,294209.0,26.0,238,0
28,1,27.0,0,< 1 Year,No,2630.0,152.0,60,0
26,1,37.0,0,< 1 Year,Yes,2630.0,152.0,106,0
29,1,28.0,1,< 1 Year,No,30487.0,152.0,130,0
54,1,28.0,0,1-2 Year,No,56140.0,26.0,34,0
50,1,3.0,1,1-2 Year,No,31434.0,124.0,274,0
27,1,21.0,1,< 1 Year,No,30842.0,152.0,94,0
25,1,32.0,1,< 1 Year,No,27766.0,152.0,254,0
42,1,8.0,0,1-2 Year,Yes,41026.0,124.0,183,0
35,1,28.0,0,1-2 Year,No,30888.0,26.0,254,0
30,1,28.0,0,< 1 Year,Yes,39237.0,26.0,254,1
46,1,28.0,1,1-2 Year,No,24159.0,26.0,115,0
60,1,28.0,0,1-2 Year,No,48623.0,26.0,295,0
49,1,36.0,0,1-2 Year,Yes,37787.0,26.0,162,1
71,1,3.0,0,1-2 Year,Yes,50148.0,26.0,125,0
46,1,28.0,1,1-2 Year,No,52142.0,124.0,53,0
22,1,15.0,1,< 1 Year,No,33144.0,152.0,77,0
48,1,28.0,0,1-2 Year,Yes,37533.0,122.0,211,0
47,1,28.0,0,1-2 Year,Yes,46926.0,26.0,208,0
23,1,8.0,1,< 1 Year,No,69317.0,152.0,277,0
26,1,28.0,1,< 1 Year,No,54086.0,152.0,277,0
31,1,41.0,0,< 1 Year,Yes,53638.0,152.0,232,0
54,1,38.0,0,1-2 Year,Yes,39769.0,26.0,126,0
25,1,25.0,1,< 1 Year,No,28085.0,152.0,84,0
23,1,10.0,1,< 1 Year,No,26165.0,152.0,206,0
43,1,28.0,0,1-2 Year,Yes,38408.0,26.0,281,0
44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,84,0
41,1,24.0,1,1-2 Year,No,28303.0,26.0,203,0
24,1,15.0,0,< 1 Year,No,2630.0,151.0,185,0
22,1,36.0,0,< 1 Year,Yes,35838.0,152.0,246,0
42,1,47.0,1,1-2 Year,No,28361.0,26.0,112,0
32,1,49.0,1,< 1 Year,No,25977.0,152.0,157,0
44,1,28.0,0,1-2 Year,Yes,42601.0,26.0,227,0
72,1,28.0,1,1-2 Year,No,49493.0,26.0,135,0
23,1,16.0,0,< 1 Year,Yes,37935.0,26.0,118,0
58,1,48.0,0,1-2 Year,Yes,2630.0,124.0,149,0
24,1,41.0,1,< 1 Year,No,36937.0,152.0,64,0
36,1,8.0,1,1-2 Year,No,31505.0,152.0,220,0
23,1,21.0,1,< 1 Year,No,31254.0,152.0,234,0
33,1,14.0,0,< 1 Year,Yes,35281.0,152.0,115,0
22,1,26.0,0,< 1 Year,Yes,39547.0,124.0,181,0
21,1,46.0,1,< 1 Year,No,29260.0,152.0,106,0
62,1,28.0,0,> 2 Years,Yes,43127.0,26.0,143,1
45,1,28.0,0,1-2 Year,Yes,49145.0,124.0,250,0
23,1,15.0,1,< 1 Year,No,36388.0,152.0,162,0
58,1,46.0,0,1-2 Year,Yes,45784.0,26.0,167,0
38,1,28.0,1,1-2 Year,No,32105.0,124.0,178,0
34,1,46.0,0,1-2 Year,No,23693.0,124.0,284,0
29,1,35.0,0,1-2 Year,No,2630.0,26.0,239,0
20,1,37.0,0,< 1 Year,Yes,43353.0,160.0,240,0
46,1,28.0,1,1-2 Year,Yes,46470.0,26.0,258,0
33,1,29.0,0,1-2 Year,Yes,26761.0,124.0,139,0
57,1,50.0,0,1-2 Year,Yes,2630.0,8.0,132,0
41,1,40.0,0,1-2 Year,Yes,26303.0,154.0,16,0
55,1,45.0,0,1-2 Year,Yes,32548.0,26.0,181,1
59,1,28.0,0,1-2 Year,Yes,38616.0,61.0,235,0
70,1,47.0,1,1-2 Year,No,2630.0,113.0,85,0
61,1,33.0,1,1-2 Year,No,43754.0,152.0,53,0
26,1,26.0,0,< 1 Year,Yes,33636.0,163.0,185,0
43,1,28.0,0,1-2 Year,Yes,28531.0,154.0,59,0
21,1,8.0,1,< 1 Year,No,58656.0,160.0,135,0
22,1,22.0,0,< 1 Year,Yes,25336.0,152.0,288,1
66,1,41.0,1,1-2 Year,No,30707.0,152.0,30,0
39,1,8.0,1,1-2 Year,No,36423.0,26.0,16,0
44,1,8.0,0,1-2 Year,Yes,41698.0,124.0,32,0
27,1,21.0,1,< 1 Year,No,38515.0,152.0,151,0
46,1,28.0,0,1-2 Year,Yes,44392.0,124.0,76,0
21,1,33.0,1,< 1 Year,No,32668.0,152.0,31,0
43,1,28.0,1,1-2 Year,No,51331.0,26.0,185,0
25,1,37.0,0,< 1 Year,Yes,2630.0,107.0,138,1
50,1,28.0,0,1-2 Year,Yes,35991.0,163.0,252,0
58,1,29.0,0,1-2 Year,No,28383.0,26.0,229,0
24,1,8.0,1,< 1 Year,No,54370.0,152.0,98,0
25,1,41.0,1,< 1 Year,No,58716.0,152.0,18,0
58,1,28.0,1,1-2 Year,No,42088.0,26.0,285,0
22,1,46.0,1,< 1 Year,No,39103.0,152.0,185,0
23,1,8.0,1,< 1 Year,No,38750.0,26.0,226,0
49,1,19.0,0,1-2 Year,No,28456.0,152.0,138,0
36,1,29.0,0,< 1 Year,No,2630.0,1.0,27,0
42,1,41.0,0,1-2 Year,No,45965.0,26.0,252,0
27,1,30.0,0,< 1 Year,Yes,22220.0,152.0,21,0
25,1,33.0,0,1-2 Year,No,2630.0,124.0,255,0
25,1,10.0,1,< 1 Year,No,34017.0,152.0,153,0
51,1,46.0,1,1-2 Year,No,2630.0,11.0,85,0
55,1,8.0,1,1-2 Year,No,65677.0,124.0,191,0
24,1,39.0,1,< 1 Year,No,2630.0,152.0,67,0
21,1,45.0,0,< 1 Year,Yes,24480.0,160.0,79,0
45,1,8.0,0,1-2 Year,Yes,50538.0,154.0,55,0
41,1,8.0,1,1-2 Year,No,2630.0,124.0,144,0
80,1,8.0,0,1-2 Year,Yes,2630.0,160.0,235,0
39,1,46.0,0,1-2 Year,No,29592.0,124.0,200,0
30,1,8.0,1,< 1 Year,No,41729.0,152.0,37,0
31,1,8.0,1,< 1 Year,No,21444.0,152.0,156,0
44,1,28.0,0,1-2 Year,Yes,31114.0,26.0,91,0
34,1,28.0,0,1-2 Year,Yes,39446.0,26.0,241,0
36,1,28.0,0,1-2 Year,Yes,38461.0,26.0,154,1
30,1,28.0,1,< 1 Year,No,39530.0,124.0,299,0
20,1,41.0,0,< 1 Year,Yes,38177.0,160.0,232,0
25,1,47.0,1,< 1 Year,No,39762.0,152.0,101,0
21,1,37.0,1,< 1 Year,Yes,34026.0,152.0,256,0
43,1,28.0,0,1-2 Year,Yes,29587.0,29.0,159,1
21,1,36.0,1,< 1 Year,No,26055.0,160.0,42,0
23,1,28.0,1,< 1 Year,No,2630.0,1.0,191,0
24,1,24.0,1,< 1 Year,No,27181.0,152.0,215,0
68,1,28.0,1,1-2 Year,No,57135.0,125.0,296,0
25,1,6.0,1,< 1 Year,No,31364.0,152.0,223,0
26,1,27.0,1,< 1 Year,No,32183.0,152.0,216,0
68,1,48.0,0,1-2 Year,Yes,2630.0,26.0,81,0
52,1,28.0,0,1-2 Year,Yes,2630.0,52.0,159,0
49,1,12.0,1,1-2 Year,No,31847.0,26.0,208,0
34,1,15.0,0,1-2 Year,Yes,2630.0,122.0,180,0
68,1,28.0,0,1-2 Year,Yes,41706.0,122.0,260,0
44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,30,0
55,1,28.0,0,1-2 Year,Yes,46477.0,3.0,188,0
25,1,49.0,0,< 1 Year,Yes,2630.0,152.0,18,0
25,1,41.0,1,< 1 Year,No,40231.0,152.0,65,0
24,1,30.0,1,< 1 Year,No,26047.0,152.0,65,0
74,1,31.0,0,1-2 Year,Yes,2630.0,9.0,74,1
23,1,29.0,1,< 1 Year,No,41007.0,152.0,64,0
62,1,48.0,1,1-2 Year,No,2630.0,26.0,18,0
25,1,11.0,0,< 1 Year,Yes,40314.0,152.0,203,0
59,1,28.0,0,1-2 Year,Yes,40959.0,122.0,74,0
47,1,9.0,1,1-2 Year,No,25632.0,124.0,258,0
22,1,46.0,0,< 1 Year,Yes,22943.0,152.0,175,0
56,1,48.0,0,1-2 Year,Yes,2630.0,23.0,64,1
23,1,29.0,1,< 1 Year,No,42961.0,152.0,77,0
58,1,8.0,1,1-2 Year,No,42493.0,160.0,263,0
24,1,14.0,1,< 1 Year,Yes,89929.0,152.0,101,0
24,1,28.0,1,< 1 Year,No,51740.0,152.0,267,0
24,1,11.0,1,< 1 Year,No,18922.0,152.0,80,0
54,1,8.0,0,1-2 Year,Yes,2630.0,26.0,72,0
24,1,47.0,0,< 1 Year,Yes,31561.0,26.0,99,1
24,1,29.0,1,< 1 Year,No,27646.0,152.0,31,0
67,1,28.0,0,1-2 Year,Yes,66409.0,26.0,247,0
51,1,28.0,1,1-2 Year,No,42965.0,26.0,225,0
33,1,28.0,0,1-2 Year,Yes,47750.0,26.0,64,0
22,1,14.0,1,< 1 Year,No,35114.0,152.0,247,0
38,1,50.0,0,< 1 Year,No,2630.0,1.0,190,0
26,1,37.0,0,< 1 Year,Yes,39888.0,152.0,190,0
25,1,35.0,0,< 1 Year,Yes,26564.0,124.0,37,1
22,1,28.0,0,< 1 Year,Yes,36305.0,152.0,130,0
45,1,28.0,0,1-2 Year,Yes,34654.0,26.0,40,0
23,1,8.0,1,< 1 Year,No,26305.0,160.0,43,0
42,1,47.0,0,1-2 Year,No,25066.0,16.0,116,0
29,1,9.0,1,< 1 Year,No,2630.0,152.0,185,0
32,1,28.0,0,< 1 Year,Yes,36647.0,124.0,134,0
23,1,18.0,1,< 1 Year,No,24667.0,152.0,163,0
38,1,46.0,1,1-2 Year,No,30169.0,124.0,77,0
40,1,29.0,0,> 2 Years,Yes,34960.0,124.0,96,0
71,1,28.0,0,1-2 Year,Yes,27845.0,26.0,200,0
23,1,8.0,1,< 1 Year,Yes,33569.0,152.0,195,0
28,1,41.0,1,< 1 Year,No,51172.0,152.0,208,0
58,1,6.0,0,> 2 Years,Yes,24662.0,26.0,131,0
32,1,9.0,0,< 1 Year,No,2630.0,1.0,188,0
59,1,28.0,1,1-2 Year,No,71447.0,26.0,200,0
50,1,28.0,0,1-2 Year,Yes,51932.0,124.0,224,0
48,1,46.0,1,1-2 Year,No,35201.0,11.0,275,0
23,1,37.0,1,< 1 Year,No,32384.0,152.0,174,0
25,1,8.0,1,< 1 Year,No,2630.0,160.0,249,0
48,1,3.0,1,1-2 Year,No,40584.0,124.0,230,0
46,1,29.0,0,1-2 Year,Yes,32554.0,124.0,54,1
39,1,36.0,0,1-2 Year,Yes,2630.0,156.0,50,0
39,1,8.0,0,1-2 Year,Yes,38331.0,78.0,232,0
56,1,24.0,0,1-2 Year,Yes,35733.0,26.0,197,0
34,1,35.0,1,1-2 Year,No,2630.0,152.0,233,0
42,1,28.0,0,1-2 Year,Yes,47641.0,124.0,268,1
48,1,18.0,0,1-2 Year,Yes,2630.0,156.0,250,1
24,1,29.0,1,< 1 Year,No,38375.0,152.0,180,0
30,1,41.0,1,< 1 Year,No,31777.0,152.0,226,0
27,1,46.0,0,< 1 Year,No,16874.0,152.0,267,0
44,1,6.0,0,> 2 Years,Yes,2630.0,124.0,67,1
25,1,8.0,0,< 1 Year,Yes,39037.0,152.0,35,0
21,1,4.0,1,< 1 Year,No,38868.0,160.0,192,0
44,1,41.0,0,1-2 Year,Yes,29976.0,163.0,289,0
61,1,39.0,1,1-2 Year,No,30785.0,26.0,55,0
24,1,3.0,1,< 1 Year,No,2630.0,152.0,222,0
53,1,28.0,0,1-2 Year,Yes,41537.0,124.0,82,0
29,1,28.0,1,< 1 Year,No,34877.0,152.0,187,0
22,1,36.0,0,< 1 Year,Yes,2630.0,152.0,262,0
23,1,46.0,0,< 1 Year,No,49091.0,152.0,225,0
